TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. MIN,01-10-2024,W,265,127,39,90,43.3,19,47,40.4,30,31,96.8,7,39,46,21,5,4,8,19,7,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ BOS,01-10-2024,L,265,120,44,95,46.3,14,34,41.2,18,20,90,8,39,47,22,4,6,9,27,-7,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. OKC,01-10-2024,L,240,120,41,89,46.1,15,36,41.7,23,28,82.1,8,30,38,25,8,3,10,13,-8,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ LAC,01-10-2024,L,240,120,46,84,54.8,12,30,40,16,18,88.9,7,30,37,31,4,2,15,17,-6,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ MIA,01-10-2024,W,240,128,51,86,59.3,14,33,42.4,12,16,75,4,38,42,36,4,4,13,19,8,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. TOR,01-10-2024,W,240,126,49,93,52.7,15,34,44.1,13,13,100,11,25,36,34,6,5,7,17,6,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ UTA,01-10-2024,L,240,111,37,81,45.7,13,33,39.4,24,28,85.7,8,26,34,26,11,4,16,23,-13,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ GSW,01-10-2024,W,240,141,54,94,57.4,19,40,47.5,14,19,73.7,13,34,47,37,11,7,11,19,36,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. NOP,01-10-2024,L,240,105,39,89,43.8,12,39,30.8,15,18,83.3,14,29,43,24,4,4,17,19,-36,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. HOU,01-10-2024,W,265,124,42,95,44.2,19,47,40.4,21,25,84,8,38,46,31,9,4,14,19,5,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ CHI,01-10-2024,L,265,119,48,101,47.5,11,45,24.4,12,20,60,9,41,50,29,9,4,14,18,-5,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. PHI,01-10-2024,W,265,139,48,102,47.1,12,34,35.3,31,42,73.8,16,39,55,32,6,8,13,21,7,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ ATL,01-10-2024,L,265,132,46,102,45.1,12,34,35.3,28,33,84.8,13,38,51,26,8,9,11,28,-7,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ LAL,01-09-2024,L,240,131,53,94,56.4,17,35,48.6,8,13,61.5,5,32,37,34,8,4,12,26,-1,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. TOR,01-09-2024,W,240,132,44,81,54.3,16,36,44.4,28,36,77.8,5,34,39,34,6,4,15,16,1,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ DAL,01-09-2024,W,240,120,44,91,48.4,14,37,37.8,18,21,85.7,18,36,54,27,7,3,17,18,17,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. MEM,01-09-2024,L,240,103,36,82,43.9,9,27,33.3,22,27,81.5,8,25,33,20,9,4,13,17,-17,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. POR,01-09-2024,W,240,112,37,89,41.6,18,48,37.5,20,23,87,15,40,55,26,11,4,15,16,28,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ NYK,01-09-2024,L,240,84,33,86,38.4,6,29,20.7,12,18,66.7,12,31,43,19,8,7,15,17,-28,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET vs. SAC,01-09-2024,L,240,110,40,85,47.1,14,37,37.8,16,21,76.2,13,27,40,27,12,2,21,19,-21,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ DET,01-09-2024,W,240,131,54,94,57.4,13,33,39.4,10,14,71.4,10,34,44,39,8,6,18,21,21,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. MIN,01-09-2024,L,240,92,34,94,36.2,13,42,31,11,18,61.1,16,30,46,20,13,5,13,22,-21,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ ORL,01-09-2024,W,240,113,43,80,53.8,12,30,40,15,19,78.9,5,43,48,34,8,4,18,18,21,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. PHX,01-08-2024,W,240,138,53,85,62.4,15,29,51.7,17,23,73.9,11,33,44,32,11,3,14,21,27,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ WAS,01-08-2024,W,240,136,52,88,59.1,14,28,50,18,24,75,10,30,40,37,11,7,15,21,8,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ MIA,01-08-2024,L,240,113,37,88,42,14,41,34.1,25,28,89.3,12,30,42,20,8,4,12,31,-7,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. HOU,01-08-2024,W,240,120,41,82,50,15,36,41.7,23,32,71.9,10,35,45,30,6,5,11,21,7,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ LAC,01-08-2024,L,240,111,38,77,49.4,10,30,33.3,25,29,86.2,5,20,25,17,6,4,14,20,-27,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. UTA,01-08-2024,L,240,116,42,94,44.7,17,36,47.2,15,19,78.9,11,27,38,31,6,6,9,20,-16,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ MIL,01-08-2024,W,240,132,47,90,52.2,20,44,45.5,18,22,81.8,10,37,47,33,6,8,11,15,16,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. BOS,01-08-2024,W,240,133,48,91,52.7,19,40,47.5,18,22,81.8,9,30,39,29,6,7,13,23,2,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ IND,01-08-2024,L,240,131,47,90,52.2,17,35,48.6,20,29,69,13,29,42,26,3,8,15,20,-2,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ CHA,01-08-2024,W,265,119,45,92,48.9,9,26,34.6,20,24,83.3,12,39,51,27,7,7,14,18,7,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. CHI,01-08-2024,L,265,112,40,94,42.6,17,42,40.5,15,17,88.2,14,30,44,26,3,7,15,22,-7,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. OKC,01-08-2024,L,240,128,44,89,49.4,15,32,46.9,25,29,86.2,12,26,38,32,7,5,15,23,-8,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. MIN,01-07-2024,W,240,115,43,95,45.3,15,40,37.5,14,20,70,15,29,44,20,7,8,11,19,7,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ DAL,01-07-2024,L,240,108,41,94,43.6,13,41,31.7,13,21,61.9,18,33,51,22,6,4,13,22,-7,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. DET,01-07-2024,W,240,131,47,80,58.8,10,27,37,27,31,87.1,6,32,38,35,6,10,14,23,17,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ DEN,01-07-2024,L,240,114,42,89,47.2,9,24,37.5,21,30,70,13,24,37,28,6,0,12,20,-17,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ PHX,01-07-2024,W,240,121,43,97,44.3,17,49,34.7,18,24,75,15,39,54,29,7,8,18,24,6,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ GSW,01-07-2024,W,240,133,55,94,58.5,15,33,45.5,8,14,57.1,9,36,45,38,7,6,7,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. TOR,01-07-2024,L,240,118,45,100,45,14,46,30.4,14,15,93.3,15,28,43,30,5,4,11,11,-15,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. LAC,01-07-2024,W,240,106,42,82,51.2,11,29,37.9,11,16,68.8,8,32,40,23,9,6,19,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ LAL,01-07-2024,L,240,103,36,91,39.6,14,37,37.8,17,19,89.5,13,27,40,21,12,5,16,19,-3,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. MEM,01-07-2024,L,240,115,46,102,45.1,8,28,28.6,15,22,68.2,16,34,50,29,5,6,12,27,-6,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ ORL,01-07-2024,L,265,110,42,91,46.2,9,30,30,17,29,58.6,8,42,50,21,9,10,13,23,-7,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. ATL,01-07-2024,W,265,117,43,98,43.9,17,41,41.5,14,22,63.6,13,44,57,25,8,3,13,24,7,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ SAC,01-07-2024,W,240,133,50,82,61,19,35,54.3,14,16,87.5,9,42,51,35,2,9,16,14,33,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. NOP,01-07-2024,L,240,100,38,91,41.8,15,45,33.3,9,12,75,8,17,25,28,9,2,9,12,-33,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ BKN,01-07-2024,W,265,134,45,95,47.4,20,38,52.6,24,30,80,9,29,38,21,5,5,10,20,7,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. POR,01-07-2024,L,265,127,46,91,50.5,14,37,37.8,21,25,84,9,35,44,29,7,7,16,25,-7,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. SAS,01-07-2024,W,240,117,43,88,48.9,16,43,37.2,15,21,71.4,12,32,44,27,6,3,16,16,2,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ CLE,01-07-2024,L,240,115,41,86,47.7,14,37,37.8,19,22,86.4,8,32,40,22,10,6,11,18,-2,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. UTA,01-06-2024,L,240,109,42,104,40.4,7,38,18.4,18,23,78.3,15,19,34,30,12,6,6,20,-11,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ PHI,01-06-2024,W,240,120,46,80,57.5,8,30,26.7,20,24,83.3,9,39,48,30,4,4,24,18,11,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. BOS,01-06-2024,L,240,101,38,92,41.3,8,42,19,17,22,77.3,10,28,38,23,12,2,9,18,-17,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ HOU,01-06-2024,L,240,108,35,76,46.1,9,34,26.5,29,42,69,4,37,41,20,7,4,11,24,-4,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. MIL,01-06-2024,W,240,112,36,83,43.4,13,34,38.2,27,32,84.4,7,39,46,22,7,2,10,24,4,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. NYK,01-06-2024,L,240,105,40,85,47.1,13,37,35.1,12,20,60,12,33,45,33,5,3,20,20,-16,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ WAS,01-06-2024,W,240,121,43,87,49.4,14,36,38.9,21,24,87.5,11,34,45,27,9,2,14,16,16,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ IND,01-06-2024,W,240,118,46,90,51.1,16,41,39,10,19,52.6,13,43,56,26,6,6,18,20,17,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ SAC,01-05-2024,L,240,130,47,87,54,13,37,35.1,23,27,85.2,8,29,37,31,5,10,14,20,-5,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. OKC,01-05-2024,W,240,124,41,91,45.1,14,39,35.9,28,33,84.8,20,31,51,25,9,3,15,24,9,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. NYK,01-05-2024,L,240,92,33,81,40.7,6,23,26.1,20,27,74.1,8,30,38,22,8,9,14,18,-36,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ PHI,01-05-2024,W,240,128,43,89,48.3,18,41,43.9,24,25,96,10,39,49,27,7,7,13,22,36,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. CHA,01-05-2024,W,240,104,40,74,54.1,10,28,35.7,14,17,82.4,4,37,41,29,7,6,15,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. TOR,01-05-2024,W,240,135,52,100,52,21,38,55.3,10,15,66.7,11,31,42,35,4,1,15,23,5,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. DET,01-05-2024,W,240,113,38,82,46.3,16,38,42.1,21,25,84,7,38,45,24,3,5,19,18,4,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ GSW,01-05-2024,L,240,109,44,98,44.9,13,44,29.5,8,10,80,10,30,40,25,8,9,11,23,-4,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. MEM,01-05-2024,L,240,113,42,85,49.4,10,28,35.7,19,27,70.4,8,27,35,26,13,3,14,14,-14,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ LAL,01-05-2024,W,240,127,44,82,53.7,23,45,51.1,16,20,80,6,38,44,33,8,4,19,20,14,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. MIA,01-05-2024,W,240,113,44,87,50.6,14,35,40,11,17,64.7,9,35,44,30,13,5,11,18,16,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ PHX,01-05-2024,L,240,97,34,83,41,10,37,27,19,22,86.4,11,33,44,26,5,2,16,21,-16,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. ORL,01-05-2024,L,240,120,48,95,50.5,9,33,27.3,15,19,78.9,9,29,38,28,8,1,13,23,-2,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ DEN,01-05-2024,W,240,122,41,82,50,17,36,47.2,23,34,67.6,11,29,40,25,9,3,15,20,2,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. POR,01-05-2024,W,240,139,56,96,58.3,17,38,44.7,10,15,66.7,10,42,52,35,11,8,17,21,36,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ DAL,01-05-2024,L,240,103,39,95,41.1,13,40,32.5,12,17,70.6,10,32,42,27,9,3,19,15,-36,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. MIN,01-05-2024,L,240,95,36,90,40,12,32,37.5,11,15,73.3,7,31,38,18,7,2,15,15,-27,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ HOU,01-05-2024,W,240,122,46,88,52.3,14,33,42.4,16,20,80,9,43,52,31,12,7,14,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ NOP,01-05-2024,W,240,111,40,82,48.8,15,36,41.7,16,20,80,10,40,50,28,6,7,15,18,16,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ BKN,01-05-2024,L,240,115,45,84,53.6,9,31,29,16,24,66.7,7,29,36,29,8,5,13,26,-9,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. WAS,01-05-2024,W,240,114,41,77,53.2,16,33,48.5,16,23,69.6,12,40,52,31,9,1,24,19,24,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ CLE,01-05-2024,L,240,90,35,84,41.7,9,30,30,11,15,73.3,7,24,31,19,12,8,17,19,-24,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. UTA,01-05-2024,W,240,126,39,90,43.3,17,49,34.7,31,36,86.1,9,47,56,24,9,8,14,23,29,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ BOS,01-05-2024,L,240,97,34,94,36.2,6,34,17.6,23,34,67.6,16,41,57,23,11,2,18,24,-29,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ IND,01-05-2024,L,240,116,40,93,43,10,42,23.8,26,30,86.7,14,25,39,21,6,3,14,11,-34,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. ATL,01-05-2024,W,240,150,60,94,63.8,19,39,48.7,11,13,84.6,8,31,39,50,12,3,16,24,34,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. LAC,01-05-2024,L,240,95,33,92,35.9,12,29,41.4,17,23,73.9,14,29,43,22,9,5,9,17,-16,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ CHI,01-05-2024,L,240,91,36,89,40.4,10,34,29.4,9,12,75,12,30,42,20,7,1,13,20,-13,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ GSW,01-04-2024,W,240,130,48,85,56.5,9,26,34.6,25,29,86.2,11,25,36,28,7,4,9,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ SAS,01-04-2024,W,240,125,49,92,53.3,12,34,35.3,15,19,78.9,8,34,42,27,5,5,14,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS vs. MIL,01-04-2024,L,240,121,46,95,48.4,14,40,35,15,17,88.2,10,32,42,31,10,8,12,16,-4,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. DEN,01-04-2024,L,240,127,49,90,54.4,15,36,41.7,14,16,87.5,9,24,33,35,4,3,10,20,-3,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ UTA,01-03-2024,L,265,148,56,105,53.3,19,41,46.3,17,22,77.3,16,32,48,33,5,3,17,27,-6,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. ORL,01-03-2024,W,290,138,51,105,48.6,15,40,37.5,21,31,67.7,18,40,58,36,9,3,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ DAL,01-03-2024,L,240,97,34,87,39.1,13,40,32.5,16,22,72.7,10,36,46,23,4,3,22,34,-29,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. POR,01-03-2024,W,240,126,42,84,50,13,30,43.3,29,41,70.7,7,36,43,25,12,7,12,18,29,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN @ HOU,01-03-2024,L,240,101,36,93,38.7,13,44,29.5,16,26,61.5,15,35,50,25,11,6,10,19,-11,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. BKN,01-03-2024,W,240,112,37,76,48.7,19,39,48.7,19,27,70.4,5,43,48,27,5,4,16,19,11,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN vs. NOP,01-03-2024,L,240,106,37,82,45.1,10,31,32.3,22,27,81.5,8,20,28,26,7,6,13,13,-11,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ MIN,01-03-2024,W,240,117,45,81,55.6,12,26,46.2,15,17,88.2,9,32,41,30,7,5,14,24,11,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ PHX,01-03-2024,W,240,131,42,76,55.3,18,34,52.9,29,32,90.6,10,26,36,25,9,5,14,18,9,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. LAC,01-03-2024,L,240,122,42,79,53.2,15,35,42.9,23,26,88.5,10,22,32,23,9,2,17,23,-9,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. CHI,01-03-2024,W,240,116,46,89,51.7,15,38,39.5,9,11,81.8,13,39,52,29,6,7,16,17,16,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ NYK,01-03-2024,L,240,100,37,89,41.6,13,32,40.6,13,16,81.3,11,28,39,24,9,7,11,17,-16,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. MIA,01-03-2024,L,240,96,35,83,42.2,4,30,13.3,22,24,91.7,9,41,50,29,3,6,22,14,-14,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ LAL,01-03-2024,W,240,110,41,93,44.1,16,42,38.1,12,17,70.6,7,32,39,30,14,3,10,23,14,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. DET,01-03-2024,W,265,154,53,103,51.5,16,32,50,32,35,91.4,15,28,43,28,11,8,12,22,6,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ ATL,01-03-2024,L,240,138,50,91,54.9,18,36,50,20,26,76.9,9,28,37,30,10,1,13,23,-3,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. OKC,01-03-2024,W,240,141,48,95,50.5,14,39,35.9,31,33,93.9,15,34,49,30,8,5,13,21,3,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. MIL,01-03-2024,W,240,142,50,90,55.6,14,35,40,28,34,82.4,7,37,44,34,7,5,11,27,12,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ IND,01-03-2024,L,240,130,46,92,50,14,37,37.8,24,32,75,10,32,42,30,6,4,13,25,-12,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. WAS,01-03-2024,W,240,140,54,101,53.5,20,42,47.6,12,16,75,18,44,62,37,5,8,11,13,39,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. TOR,01-03-2024,L,240,111,40,94,42.6,15,42,35.7,16,19,84.2,9,34,43,25,7,5,10,19,-5,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ MEM,01-03-2024,W,240,116,41,85,48.2,12,26,46.2,22,27,81.5,7,39,46,25,5,6,12,20,5,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ CLE,01-03-2024,L,240,101,42,101,41.6,12,35,34.3,5,11,45.5,12,24,36,22,8,5,8,14,-39,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ SAC,01-03-2024,L,290,135,44,90,48.9,25,44,56.8,22,27,81.5,7,32,39,33,10,7,21,30,-3,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. SAS,01-02-2024,W,240,106,37,80,46.3,12,38,31.6,20,25,80,8,38,46,24,5,8,15,23,8,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. CHA,01-02-2024,L,240,104,40,92,43.5,14,36,38.9,10,17,58.8,15,33,48,23,8,2,21,23,-7,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ SAC,01-02-2024,W,240,111,42,82,51.2,12,34,35.3,15,19,78.9,4,31,35,23,8,10,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ MEM,01-02-2024,L,240,98,36,85,42.4,10,31,32.3,16,23,69.6,6,34,40,21,6,8,16,24,-8,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. BKN,01-02-2024,W,240,112,41,88,46.6,16,39,41,14,18,77.8,17,36,53,23,10,9,17,12,27,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN @ NOP,01-02-2024,L,240,85,35,98,35.7,11,43,25.6,4,8,50,18,25,43,26,7,4,15,13,-27,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ PHI,01-02-2024,L,240,97,37,96,38.5,7,37,18.9,16,23,69.6,19,32,51,17,9,7,18,21,-13,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. CHI,01-02-2024,W,240,110,38,80,47.5,12,30,40,22,30,73.3,6,37,43,28,9,6,19,22,13,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ OKC,01-02-2024,L,240,123,42,92,45.7,15,40,37.5,24,29,82.8,17,30,47,33,7,10,14,15,-4,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC vs. BOS,01-02-2024,W,240,127,48,91,52.7,18,40,45,13,17,76.5,10,28,38,34,7,10,12,22,4,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ GSW,01-02-2024,L,240,115,41,92,44.6,14,36,38.9,19,23,82.6,16,25,41,19,8,4,18,24,-6,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. ORL,01-02-2024,W,240,121,42,78,53.8,13,35,37.1,24,37,64.9,9,27,36,23,9,6,12,19,6,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ LAC,01-01-2024,L,240,104,35,83,42.2,11,34,32.4,23,29,79.3,12,23,35,24,7,3,14,17,-17,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. MIA,01-01-2024,W,240,121,47,80,58.8,14,29,48.3,13,14,92.9,6,31,37,25,10,3,17,20,17,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ PHX,01-01-2024,L,240,88,33,80,41.3,8,30,26.7,14,19,73.7,6,30,36,21,6,10,19,19,-21,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. DAL,01-01-2024,W,240,127,49,96,51,12,44,27.3,17,18,94.4,7,46,53,37,9,6,13,15,37,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. POR,01-01-2024,W,240,109,38,80,47.5,11,29,37.9,22,33,66.7,9,38,47,24,10,5,16,20,21,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ DEN,01-01-2024,L,240,93,36,86,41.9,10,26,38.5,11,16,68.8,8,37,45,24,4,5,14,15,-18,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. CHA,01-01-2024,W,240,111,41,83,49.4,15,38,39.5,14,18,77.8,4,40,44,27,9,9,11,15,18,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. MIN,01-01-2024,W,240,112,39,89,43.8,12,34,35.3,22,28,78.6,16,33,49,23,7,4,15,24,6,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ NYK,01-01-2024,L,240,106,36,76,47.4,11,28,39.3,23,29,79.3,4,30,34,19,6,4,14,22,-6,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL @ UTA,01-01-2024,L,240,90,37,93,39.8,11,40,27.5,5,10,50,8,33,41,28,6,5,16,15,-37,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. IND,01-01-2024,L,240,113,41,93,44.1,10,40,25,21,26,80.8,8,38,46,27,4,8,11,26,-9,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ MIL,01-01-2024,W,240,122,43,97,44.3,5,35,14.3,31,38,81.6,14,38,52,23,7,5,7,24,9,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ HOU,01-01-2024,L,240,113,40,83,48.2,13,29,44.8,20,27,74.1,10,27,37,27,3,4,18,21,-23,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. DET,01-01-2024,W,240,136,51,91,56,15,35,42.9,19,24,79.2,6,33,39,34,11,1,10,19,23,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ TOR,01-01-2024,L,240,121,43,89,48.3,12,36,33.3,23,26,88.5,6,37,43,25,9,2,9,29,-3,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. CLE,01-01-2024,W,240,124,42,87,48.3,11,30,36.7,29,40,72.5,10,37,47,25,5,4,11,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS vs. BOS,12/31/2023,L,240,101,40,94,42.6,12,45,26.7,9,12,75,9,30,39,28,6,1,16,17,-33,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ SAS,12/31/2023,W,240,134,51,95,53.7,15,42,35.7,17,22,77.3,13,44,57,29,6,7,11,12,33,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ WAS,12/31/2023,W,240,130,47,95,49.5,12,32,37.5,24,37,64.9,12,46,58,27,5,3,12,18,4,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. ATL,12/31/2023,L,240,126,46,98,46.9,17,53,32.1,17,21,81,6,36,42,35,5,9,9,21,-4,,,,,,,,,,,,,,,,,,,,,,,,,
