surface,player1_name,player1_ht,player1_ioc,player1_age,player2_name,player2_ht,player2_ioc,player2_age,score,best_of,round,minutes,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1st_Serve,p1_1stWon,p1_1st_Serve_won,p1_2ndWon,p1_2nd_serve_won,p1_bpSaved,p1_bpFaced,p1_breakpoint_saved,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1st_Serve,p2_1stWon,p2_1st_Serve_won,p2_2ndWon,p2_2nd_serve_won,p2_bpSaved,p2_bpFaced,p2_breakpoint_saved,winner_name
Clay,Steve Johnson,188,USA,33.2,Facundo Bagnis,183,ARG,33,7-6(5) 1-6 6-1,3,R32,113,4,4,85,50,58.82352941,39,78,17,48.57142857,5,7,71.42857143,12,3,79,57,72.15189873,38,66.66666667,13,59.09090909,3,5,60,Steve Johnson
Clay,Daniel Elahi Galan,191,COL,26.7,Zhizhen Zhang,193,CHN,26.4,6-2 6-3,3,R32,81,12,1,50,33,66,27,81.81818182,11,64.70588235,1,1,100,2,2,67,45,67.1641791,27,60,10,45.45454545,3,6,50,Daniel Elahi Galan
Clay,Jason Kubler,178,AUS,29.8,Fernando Verdasco,188,ESP,39.3,7-6(7) 6-0,3,R32,99,3,4,56,39,69.64285714,28,71.79487179,8,47.05882353,1,3,33.33333333,0,4,65,44,67.69230769,23,52.27272727,9,42.85714286,1,6,16.66666667,Jason Kubler
Clay,Gijs Brouwer,,NED,27,Aleksandar Kovacevic,,USA,24.5,6-4 6-4,3,R32,75,3,0,61,43,70.49180328,33,76.74418605,12,66.66666667,4,4,100,9,2,64,36,56.25,27,75,13,46.42857143,1,3,33.33333333,Gijs Brouwer
Clay,Denis Kudla,180,USA,30.6,Aleksandar Vukic,188,AUS,26.9,6-4 4-6 6-4,3,R32,115,5,1,83,44,53.01204819,33,75,21,53.84615385,6,9,66.66666667,12,2,77,50,64.93506494,38,76,12,44.44444444,1,5,20,Denis Kudla
Clay,J J Wolf,183,USA,24.2,Jordan Thompson,183,AUS,28.9,6-3 6-2,3,R32,74,6,1,48,26,54.16666667,22,84.61538462,15,68.18181818,0,0,#DIV/0!,5,2,44,24,54.54545455,17,70.83333333,9,45,0,3,0,J J Wolf
Clay,Tomas Martin Etcheverry,196,ARG,23.7,Juan Manuel Cerundolo,183,ARG,21.3,6-3 6-4,3,R32,107,2,0,64,50,78.125,32,64,9,64.28571429,7,9,77.77777778,3,3,66,44,66.66666667,25,56.81818182,9,40.90909091,7,11,63.63636364,Tomas Martin Etcheverry
Clay,Max Purcell,185,AUS,24.9,Daniel Altmaier,191,GER,24.5,6-4 3-6 6-3,3,R32,132,5,0,82,52,63.41463415,39,75,17,56.66666667,3,4,75,9,3,92,62,67.39130435,45,72.58064516,15,50,6,8,75,Max Purcell
Clay,Cristian Garin,185,CHI,26.8,Hugo Dellien,180,BOL,29.7,6-3 6-0,3,R32,63,6,0,33,16,48.48484848,15,93.75,13,76.47058824,0,0,#DIV/0!,1,2,59,35,59.3220339,19,54.28571429,9,37.5,3,8,37.5,Cristian Garin
Clay,Marcos Giron,180,USA,29.6,Emilio Gomez,185,ECU,31.3,6-0 6-2,3,R32,63,4,0,47,27,57.44680851,17,62.96296296,13,65,1,2,50,1,4,46,27,58.69565217,13,48.14814815,4,21.05263158,2,8,25,Marcos Giron
Clay,Tomas Machac,183,CZE,22.4,Jack Sock,185,USA,30.5,6-2 6-4,3,R32,89,4,0,59,37,62.71186441,30,81.08108108,11,50,4,4,100,4,5,55,31,56.36363636,23,74.19354839,10,41.66666667,3,6,50,Tomas Machac
Clay,Yannick Hanfmann,193,GER,31.3,Yosuke Watanuki,180,JPN,24.9,6-4 3-6 6-2,3,R32,122,5,1,74,48,64.86486486,35,72.91666667,15,57.69230769,6,8,75,6,6,82,35,42.68292683,26,74.28571429,22,46.80851064,5,9,55.55555556,Yannick Hanfmann
Clay,Roberto Carballes Baena,183,ESP,30,Alexandre Muller,183,FRA,26.1,4-6 7-6(3) 6-2,3,F,181,2,2,96,72,75,53,73.61111111,12,50,6,8,75,8,5,112,61,54.46428571,49,80.32786885,22,43.1372549,6,9,66.66666667,Roberto Carballes Baena
Clay,Alexandre Muller,183,FRA,26.1,Pavel Kotov,191,RUS,24.3,7-6(3) 7-5,3,SF,121,1,3,82,52,63.41463415,34,65.38461538,16,53.33333333,5,8,62.5,4,0,65,43,66.15384615,31,72.09302326,8,36.36363636,1,5,20,Alexandre Muller
Clay,Roberto Carballes Baena,183,ESP,30,Daniel Evans,175,GBR,32.8,2-6 6-4 6-2,3,SF,156,1,2,78,56,71.79487179,34,60.71428571,14,63.63636364,6,9,66.66666667,2,3,94,55,58.5106383,36,65.45454545,18,46.15384615,8,12,66.66666667,Roberto Carballes Baena
Clay,Alexandre Muller,183,FRA,26.1,Lorenzo Musetti,185,ITA,21,6-3 1-6 6-4,3,QF,113,0,1,72,48,66.66666667,35,72.91666667,11,45.83333333,3,6,50,1,5,80,52,65,33,63.46153846,16,57.14285714,7,10,70,Alexandre Muller
Clay,Pavel Kotov,191,RUS,24.3,Christopher Oconnell,183,AUS,28.8,6-3 6-7(6) 7-6(3),3,QF,173,4,4,109,71,65.13761468,47,66.1971831,25,65.78947368,2,4,50,2,3,102,66,64.70588235,50,75.75757576,17,47.22222222,3,6,50,Pavel Kotov
Clay,Roberto Carballes Baena,183,ESP,30,Tallon Griekspoor,188,NED,26.7,6-3 2-6 6-2,3,QF,128,1,3,82,47,57.31707317,29,61.70212766,17,48.57142857,6,11,54.54545455,4,8,75,45,60,30,66.66666667,9,30,5,11,45.45454545,Roberto Carballes Baena
Clay,Daniel Evans,175,GBR,32.8,Andrea Vavassori,193,ITA,27.9,6-3 7-5,3,QF,108,0,3,60,41,68.33333333,29,70.73170732,12,63.15789474,2,3,66.66666667,2,4,83,51,61.44578313,32,62.74509804,15,46.875,4,8,50,Daniel Evans
Clay,Lorenzo Musetti,185,ITA,21,Hugo Gaston,173,FRA,22.5,6-2 6-3,3,R16,78,0,1,42,18,42.85714286,13,72.22222222,17,70.83333333,1,2,50,0,4,52,29,55.76923077,17,58.62068966,9,39.13043478,2,7,28.57142857,Lorenzo Musetti
Clay,Alexandre Muller,183,FRA,26.1,Francesco Passaro,,ITA,22.2,6-4 6-4,3,R16,78,4,2,61,41,67.21311475,31,75.6097561,10,50,1,2,50,5,1,55,39,70.90909091,25,64.1025641,9,56.25,0,3,0,Alexandre Muller
Clay,Christopher Oconnell,183,AUS,28.8,Botic Van De Zandschulp,188,NED,27.4,6-7(8) 6-4 6-0,3,R16,161,4,6,110,65,59.09090909,43,66.15384615,20,44.44444444,9,12,75,7,5,94,59,62.76595745,30,50.84745763,17,48.57142857,4,11,36.36363636,Christopher Oconnell
Clay,Pavel Kotov,191,RUS,24.3,Benjamin Bonzi,185,FRA,26.8,6-0 7-6(2),3,R16,88,2,0,50,30,60,23,76.66666667,11,55,0,2,0,1,2,56,34,60.71428571,19,55.88235294,7,31.81818182,5,10,50,Pavel Kotov
Clay,Roberto Carballes Baena,183,ESP,30,Dimitar Kuzmanov,183,BUL,29.6,2-0 RET,3,R16,5,0,1,5,3,60,3,100,1,50,0,0,#DIV/0!,0,0,4,3,75,0,0,0,0,0,1,0,Roberto Carballes Baena
Clay,Tallon Griekspoor,188,NED,26.7,Elias Ymer,183,SWE,26.9,1-6 6-3 6-4,3,R16,115,4,5,82,49,59.75609756,37,75.51020408,10,30.3030303,7,13,53.84615385,4,6,78,40,51.28205128,26,65,16,42.10526316,4,10,40,Tallon Griekspoor
Clay,Andrea Vavassori,193,ITA,27.9,Jaume Munar,183,ESP,25.9,6-7(4) 7-6(6) 6-4,3,R16,192,5,6,116,67,57.75862069,50,74.62686567,27,55.10204082,3,5,60,2,3,117,88,75.21367521,64,72.72727273,12,41.37931034,6,9,66.66666667,Andrea Vavassori
Clay,Daniel Evans,175,GBR,32.8,Alexei Popyrin,196,AUS,23.6,6-1 6-3,3,R16,75,3,1,49,33,67.34693878,26,78.78787879,10,62.5,2,2,100,5,4,52,29,55.76923077,20,68.96551724,6,26.08695652,3,7,42.85714286,Daniel Evans
Clay,Hugo Gaston,173,FRA,22.5,Jan Lennard Struff,193,GER,32.9,3-6 6-4 7-5,3,R32,127,5,5,94,50,53.19148936,37,74,26,59.09090909,2,4,50,12,5,90,49,54.44444444,36,73.46938776,24,58.53658537,2,4,50,Hugo Gaston
Clay,Francesco Passaro,,ITA,22.2,Aslan Karatsev,185,RUS,29.5,7-5 3-6 6-3,3,R32,143,3,13,91,51,56.04395604,38,74.50980392,20,50,6,10,60,4,13,109,64,58.71559633,49,76.5625,12,26.66666667,5,10,50,Francesco Passaro
Clay,Alexandre Muller,183,FRA,26.1,Richard Gasquet,185,FRA,36.7,6-4 6-4,3,R32,100,5,2,62,33,53.22580645,22,66.66666667,17,58.62068966,1,3,33.33333333,1,4,73,46,63.01369863,28,60.86956522,10,37.03703704,7,11,63.63636364,Alexandre Muller
Clay,Christopher Oconnell,183,AUS,28.8,Riccardo Bonadio,,ITA,29.7,7-5 6-4,3,R32,98,6,3,67,30,44.7761194,24,80,20,54.05405405,2,3,66.66666667,1,4,71,44,61.97183099,28,63.63636364,14,51.85185185,5,8,62.5,Christopher Oconnell
Clay,Pavel Kotov,191,RUS,24.3,Pedro Martinez,185,ESP,25.9,6-2 1-6 7-6(5),3,R32,161,5,2,93,56,60.21505376,36,64.28571429,15,40.54054054,7,12,58.33333333,1,9,98,61,62.24489796,37,60.6557377,19,51.35135135,7,12,58.33333333,Pavel Kotov
Clay,Benjamin Bonzi,185,FRA,26.8,Alexey Vatutin,178,RUS,30.4,6-3 6-3,3,R32,81,5,1,61,42,68.85245902,31,73.80952381,6,31.57894737,3,5,60,0,2,71,41,57.74647887,19,46.34146341,15,50,6,11,54.54545455,Benjamin Bonzi
Clay,Roberto Carballes Baena,183,ESP,30,Maxime Cressy,198,USA,25.9,6-7(4) 6-3 6-1,3,R32,138,3,1,83,62,74.69879518,47,75.80645161,12,57.14285714,0,1,0,9,20,97,56,57.73195876,41,73.21428571,14,34.14634146,8,13,61.53846154,Roberto Carballes Baena
Clay,Dimitar Kuzmanov,183,BUL,29.6,Hugo Grenier,196,FRA,27,6-3 6-4,3,R32,100,1,1,61,42,68.85245902,31,73.80952381,13,68.42105263,1,1,100,3,1,51,28,54.90196078,19,67.85714286,12,52.17391304,2,4,50,Dimitar Kuzmanov
Clay,Elias Ymer,183,SWE,26.9,Adam Moundir,191,SUI,27.9,6-4 7-6(6),3,R32,96,8,3,80,51,63.75,38,74.50980392,15,51.72413793,5,6,83.33333333,1,4,74,38,51.35135135,28,73.68421053,18,50,3,5,60,Elias Ymer
Clay,Andrea Vavassori,193,ITA,27.9,Nicolas Jarry,198,CHI,27.4,6-2 3-6 6-3,3,R32,122,4,4,87,62,71.26436782,44,70.96774194,14,56,8,9,88.88888889,4,1,66,41,62.12121212,30,73.17073171,14,56,2,5,40,Andrea Vavassori
Clay,Jaume Munar,183,ESP,25.9,Elliot Benchetrit,193,FRA,24.5,6-4 6-4,3,R32,90,4,5,54,32,59.25925926,23,71.875,12,54.54545455,1,3,33.33333333,0,4,63,27,42.85714286,17,62.96296296,16,44.44444444,4,8,50,Jaume Munar
Clay,Alexei Popyrin,196,AUS,23.6,Younes Lalami Laaroussi,,MAR,21.9,6-3 6-2,3,R32,71,4,2,44,26,59.09090909,20,76.92307692,10,55.55555556,0,1,0,1,5,52,28,53.84615385,17,60.71428571,9,37.5,2,7,28.57142857,Alexei Popyrin
Clay,Andrey Rublev,188,RUS,25.4,Holger Rune,185,DEN,19.9,5-7 6-2 7-5,3,F,154,5,4,95,47,49.47368421,35,74.46808511,25,52.08333333,4,8,50,6,9,112,56,50,40,71.42857143,21,37.5,13,19,68.42105263,Andrey Rublev
Clay,Holger Rune,185,DEN,19.9,Jannik Sinner,188,ITA,21.6,1-6 7-5 7-5,3,SF,166,4,5,86,56,65.11627907,38,67.85714286,16,53.33333333,4,7,57.14285714,0,5,116,65,56.03448276,42,64.61538462,29,56.8627451,11,14,78.57142857,Holger Rune
Clay,Andrey Rublev,188,RUS,25.4,Taylor Fritz,193,USA,25.4,5-7 6-1 6-3,3,SF,127,2,3,88,48,54.54545455,31,64.58333333,20,50,3,8,37.5,5,6,96,47,48.95833333,30,63.82978723,17,34.69387755,13,21,61.9047619,Andrey Rublev
Clay,Jannik Sinner,188,ITA,21.6,Lorenzo Musetti,185,ITA,21.1,6-2 6-2,3,QF,75,1,0,55,31,56.36363636,24,77.41935484,14,58.33333333,5,5,100,1,3,42,25,59.52380952,16,64,4,23.52941176,2,6,33.33333333,Jannik Sinner
Clay,Holger Rune,185,DEN,19.9,Daniil Medvedev,198,RUS,27.1,6-3 6-4,3,QF,77,1,2,52,27,51.92307692,20,74.07407407,18,72,1,2,50,1,2,58,36,62.06896552,21,58.33333333,14,63.63636364,2,5,40,Holger Rune
Clay,Andrey Rublev,188,RUS,25.4,Jan Lennard Struff,193,GER,32.9,6-1 7-6(5),3,QF,99,7,5,70,35,50,27,77.14285714,16,45.71428571,1,3,33.33333333,6,6,74,31,41.89189189,19,61.29032258,19,44.18604651,10,14,71.42857143,Andrey Rublev
Clay,Taylor Fritz,193,USA,25.4,Stefanos Tsitsipas,193,GRE,24.6,6-2 6-4,3,QF,70,3,1,45,25,55.55555556,20,80,14,70,0,1,0,1,1,47,25,53.19148936,16,64,10,45.45454545,1,5,20,Taylor Fritz
Clay,Lorenzo Musetti,185,ITA,21.1,Novak Djokovic,188,SRB,35.8,4-6 7-5 6-4,3,R16,174,6,0,103,58,56.31067961,33,56.89655172,23,51.11111111,6,13,46.15384615,1,6,94,63,67.0212766,37,58.73015873,12,38.70967742,6,14,42.85714286,Lorenzo Musetti
Clay,Jannik Sinner,188,ITA,21.6,Hubert Hurkacz,196,POL,26.1,3-6 7-6(6) 6-1,3,R16,147,3,3,89,52,58.42696629,39,75,21,56.75675676,6,8,75,15,8,115,60,52.17391304,50,83.33333333,17,30.90909091,8,12,66.66666667,Jannik Sinner
Clay,Daniil Medvedev,198,RUS,27.1,Alexander Zverev,198,GER,25.9,3-6 7-5 7-6(7),3,R16,185,3,8,103,56,54.36893204,40,71.42857143,19,40.42553191,5,11,45.45454545,4,4,115,71,61.73913043,44,61.97183099,18,40.90909091,7,13,53.84615385,Daniil Medvedev
Clay,Holger Rune,185,DEN,19.9,Matteo Berrettini,196,ITA,26.9,W/O,3,R16,0,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,Holger Rune
Clay,Andrey Rublev,188,RUS,25.4,Karen Khachanov,198,RUS,26.8,7-6(4) 6-2,3,R16,90,5,0,63,41,65.07936508,27,65.85365854,15,68.18181818,0,1,0,2,1,64,38,59.375,19,50,17,65.38461538,0,3,0,Andrey Rublev
Clay,Jan Lennard Struff,193,GER,32.9,Casper Ruud,183,NOR,24.2,6-1 7-6(6),3,R16,103,3,1,67,38,56.71641791,30,78.94736842,15,51.72413793,5,7,71.42857143,3,4,77,45,58.44155844,28,62.22222222,13,40.625,10,14,71.42857143,Jan Lennard Struff
Clay,Taylor Fritz,193,USA,25.4,Jiri Lehecka,185,CZE,21.4,4-6 6-4 6-1,3,R16,102,5,2,81,50,61.72839506,37,74,19,61.29032258,7,9,77.77777778,2,2,68,43,63.23529412,30,69.76744186,13,52,3,7,42.85714286,Taylor Fritz
Clay,Stefanos Tsitsipas,193,GRE,24.6,Nicolas Jarry,198,CHI,27.4,6-3 6-4,3,R16,93,8,0,61,40,65.57377049,32,80,12,57.14285714,2,2,100,3,3,72,49,68.05555556,35,71.42857143,7,30.43478261,8,10,80,Stefanos Tsitsipas
Clay,Novak Djokovic,188,SRB,35.8,Ivan Gakhov,,RUS,26.4,7-6(5) 6-2,3,R32,107,4,2,65,39,60,30,76.92307692,16,61.53846154,3,4,75,5,7,77,39,50.64935065,25,64.1025641,19,50,4,7,57.14285714,Novak Djokovic
Clay,Lorenzo Musetti,185,ITA,21.1,Luca Nardi,185,ITA,19.6,6-0 6-0,3,R32,50,1,0,33,21,63.63636364,18,85.71428571,7,58.33333333,1,1,100,0,1,38,28,73.68421053,10,35.71428571,1,10,1,7,14.28571429,Lorenzo Musetti
Clay,Hubert Hurkacz,196,POL,26.1,Jack Draper,191,GBR,21.2,6-3 6-7(3) 7-5,3,R32,148,20,2,109,56,51.37614679,48,85.71428571,21,39.62264151,5,8,62.5,5,3,105,65,61.9047619,47,72.30769231,15,37.5,3,8,37.5,Hubert Hurkacz
Clay,Jannik Sinner,188,ITA,21.6,Diego Schwartzman,170,ARG,30.6,6-0 3-1 RET,3,R32,42,2,2,25,12,48,10,83.33333333,10,76.92307692,0,0,#DIV/0!,0,7,26,14,53.84615385,4,28.57142857,2,16.66666667,0,4,0,Jannik Sinner
Clay,Daniil Medvedev,198,RUS,27.1,Lorenzo Sonego,191,ITA,27.9,6-3 6-2,3,R32,88,2,4,53,30,56.60377358,27,90,11,47.82608696,1,1,100,0,2,58,27,46.55172414,15,55.55555556,15,48.38709677,6,9,66.66666667,Daniil Medvedev
Clay,Alexander Zverev,198,GER,25.9,Roberto Bautista Agut,183,ESP,34.9,6-4 6-4,3,R32,107,11,5,65,47,72.30769231,35,74.46808511,7,38.88888889,2,3,66.66666667,2,2,67,41,61.19402985,26,63.41463415,12,46.15384615,3,6,50,Alexander Zverev
Clay,Matteo Berrettini,196,ITA,26.9,Francisco Cerundolo,185,ARG,24.6,5-7 7-6(1) 6-4,3,R32,162,3,3,100,61,61,48,78.68852459,20,51.28205128,1,4,25,2,4,120,88,73.33333333,58,65.90909091,16,50,13,16,81.25,Matteo Berrettini
Clay,Holger Rune,185,DEN,19.9,Dominic Thiem,185,AUT,29.5,6-2 6-4,3,R32,95,0,3,56,35,62.5,28,80,11,52.38095238,2,2,100,2,1,58,32,55.17241379,22,68.75,11,42.30769231,6,9,66.66666667,Holger Rune
Clay,Andrey Rublev,188,RUS,25.4,Jaume Munar,183,ESP,25.9,4-6 6-2 6-2,3,R32,135,1,1,90,40,44.44444444,27,67.5,25,50,5,8,62.5,1,3,73,44,60.2739726,24,54.54545455,14,48.27586207,4,10,40,Andrey Rublev
Clay,Karen Khachanov,198,RUS,26.8,Ilya Ivashka,193,BLR,29.1,7-6(2) 6-2,3,R32,100,3,3,70,45,64.28571429,33,73.33333333,16,64,3,3,100,0,1,61,30,49.18032787,19,63.33333333,18,58.06451613,1,3,33.33333333,Karen Khachanov
Clay,Jan Lennard Struff,193,GER,32.9,Alex De Minaur,183,AUS,24.1,6-3 6-2,3,R32,69,6,3,47,28,59.57446809,24,85.71428571,10,52.63157895,2,3,66.66666667,1,3,53,29,54.71698113,19,65.51724138,7,29.16666667,1,6,16.66666667,Jan Lennard Struff
Clay,Casper Ruud,183,NOR,24.2,Botic Van De Zandschulp,188,NED,27.5,7-5 7-6(1),3,R32,135,2,3,83,44,53.01204819,30,68.18181818,19,48.71794872,4,8,50,3,3,82,45,54.87804878,27,60,14,37.83783784,8,13,61.53846154,Casper Ruud
Clay,Taylor Fritz,193,USA,25.4,Stan Wawrinka,183,SUI,38,7-6(10) 6-2,3,R32,98,8,1,68,39,57.35294118,32,82.05128205,19,65.51724138,5,5,100,2,2,72,42,58.33333333,32,76.19047619,13,43.33333333,3,5,60,Taylor Fritz
Clay,Jiri Lehecka,185,CZE,21.4,Grigor Dimitrov,188,BUL,31.9,7-6(4) 6-4,3,R32,100,2,0,73,49,67.12328767,31,63.26530612,16,66.66666667,2,4,50,3,5,71,49,69.01408451,34,69.3877551,7,31.81818182,3,6,50,Jiri Lehecka
Clay,Nicolas Jarry,198,CHI,27.4,Alexei Popyrin,196,AUS,23.6,3-6 7-5 6-4,3,R32,149,7,2,87,59,67.81609195,46,77.96610169,15,53.57142857,2,3,66.66666667,10,1,96,49,51.04166667,40,81.63265306,25,53.19148936,2,4,50,Nicolas Jarry
Clay,Stefanos Tsitsipas,193,GRE,24.6,Benjamin Bonzi,185,FRA,26.8,4-1 RET,3,R32,22,1,0,15,9,60,8,88.88888889,4,66.66666667,0,0,#DIV/0!,1,1,16,9,56.25,8,88.88888889,0,0,0,1,0,Stefanos Tsitsipas
Clay,Ivan Gakhov,,RUS,26.4,Mackenzie Mcdonald,178,USA,27.9,7-6(6) 2-6 6-3,3,R64,120,7,4,98,55,56.12244898,39,70.90909091,21,48.8372093,4,8,50,9,2,80,58,72.5,44,75.86206897,9,40.90909091,3,6,50,Ivan Gakhov
Clay,Luca Nardi,185,ITA,19.6,Valentin Vacherot,,FRA,24.3,7-5 7-5,3,R64,110,1,1,72,44,61.11111111,29,65.90909091,17,60.71428571,2,4,50,4,1,85,63,74.11764706,38,60.31746032,10,45.45454545,10,14,71.42857143,Luca Nardi
Clay,Lorenzo Musetti,185,ITA,21.1,Miomir Kecmanovic,183,SRB,23.6,7-6(1) 6-0,3,R64,89,6,2,59,37,62.71186441,30,81.08108108,14,63.63636364,2,2,100,1,0,54,34,62.96296296,18,52.94117647,10,50,0,3,0,Lorenzo Musetti
Clay,Hubert Hurkacz,196,POL,26.1,Laslo Djere,188,SRB,27.8,6-7(5) 7-6(5) 7-6(5),3,R64,198,14,5,123,61,49.59349593,49,80.32786885,30,48.38709677,2,6,33.33333333,2,10,150,76,50.66666667,52,68.42105263,35,47.2972973,13,17,76.47058824,Hubert Hurkacz
Clay,Jack Draper,191,GBR,21.2,Sebastian Baez,170,ARG,22.2,6-3 7-5,3,R64,111,6,4,91,61,67.03296703,41,67.21311475,14,46.66666667,11,12,91.66666667,1,1,59,40,67.79661017,27,67.5,9,47.36842105,1,4,25,Jack Draper
Clay,Diego Schwartzman,170,ARG,30.6,David Goffin,180,BEL,32.3,6-4 6-2,3,R64,102,3,0,65,43,66.15384615,28,65.11627907,13,59.09090909,5,6,83.33333333,1,3,61,28,45.90163934,19,67.85714286,14,42.42424242,2,6,33.33333333,Diego Schwartzman
Clay,Lorenzo Sonego,191,ITA,27.9,Ugo Humbert,188,FRA,24.7,3-6 7-5 7-5,3,R64,179,4,3,105,71,67.61904762,49,69.01408451,14,41.17647059,6,10,60,2,2,102,63,61.76470588,43,68.25396825,17,43.58974359,2,7,28.57142857,Lorenzo Sonego
Clay,Roberto Bautista Agut,183,ESP,34.9,Filip Krajinovic,185,SRB,31.1,5-7 7-6(10) 6-1,3,R64,172,7,1,100,64,64,46,71.875,20,55.55555556,3,5,60,4,1,110,67,60.90909091,39,58.20895522,28,65.11627907,9,13,69.23076923,Roberto Bautista Agut
Clay,Alexander Zverev,198,GER,25.9,Alexander Bublik,196,KAZ,25.8,3-6 6-2 6-4,3,R64,120,3,2,69,39,56.52173913,29,74.35897436,14,46.66666667,2,6,33.33333333,7,10,88,48,54.54545455,32,66.66666667,16,40,11,17,64.70588235,Alexander Zverev
Clay,Francisco Cerundolo,185,ARG,24.6,Cameron Norrie,188,GBR,27.6,6-3 6-4,3,R64,72,4,4,50,29,58,26,89.65517241,11,52.38095238,1,2,50,1,0,48,32,66.66666667,17,53.125,12,75,4,7,57.14285714,Francisco Cerundolo
Clay,Matteo Berrettini,196,ITA,26.9,Maxime Cressy,198,USA,25.9,6-4 6-2,3,R64,86,3,2,53,42,79.24528302,31,73.80952381,7,63.63636364,2,2,100,6,14,65,32,49.23076923,23,71.875,12,36.36363636,5,8,62.5,Matteo Berrettini
Clay,Dominic Thiem,185,AUT,29.5,Richard Gasquet,185,FRA,36.8,6-1 6-4,3,R64,89,6,1,55,31,56.36363636,27,87.09677419,12,50,0,0,#DIV/0!,1,1,60,29,48.33333333,18,62.06896552,17,54.83870968,7,10,70,Dominic Thiem
Clay,Jaume Munar,183,ESP,25.9,Marc Andrea Huesler,196,SUI,26.7,7-6(3) 4-6 6-4,3,R64,175,4,4,118,75,63.55932203,44,58.66666667,18,41.86046512,13,21,61.9047619,4,0,110,65,59.09090909,36,55.38461538,21,46.66666667,8,16,50,Jaume Munar
Clay,Ilya Ivashka,193,BLR,29.1,Daniel Evans,175,GBR,32.8,2-6 6-2 6-3,3,R64,113,1,3,80,49,61.25,39,79.59183673,12,38.70967742,4,6,66.66666667,3,0,61,42,68.85245902,30,71.42857143,12,63.15789474,2,5,40,Ilya Ivashka
Clay,Karen Khachanov,198,RUS,26.8,Alejandro Davidovich Fokina,183,ESP,23.8,6-2 6-2,3,R64,74,1,1,57,40,70.1754386,31,77.5,7,41.17647059,3,3,100,1,1,49,38,77.55102041,19,50,4,36.36363636,0,4,0,Karen Khachanov
Clay,Alex De Minaur,183,AUS,24.1,Andy Murray,190,GBR,35.9,6-1 6-3,3,R64,86,1,0,43,15,34.88372093,12,80,20,71.42857143,0,0,#DIV/0!,1,1,48,24,50,15,62.5,9,37.5,2,6,33.33333333,Alex De Minaur
Clay,Jan Lennard Struff,193,GER,32.9,Albert Ramos,188,ESP,35.2,6-4 6-3,3,R64,88,7,3,62,38,61.29032258,30,78.94736842,13,54.16666667,4,5,80,1,3,55,34,61.81818182,23,67.64705882,9,42.85714286,2,5,40,Jan Lennard Struff
Clay,Botic Van De Zandschulp,188,NED,27.5,Marton Fucsovics,188,HUN,31.1,3-6 7-6(2) 6-1,3,R64,157,2,4,90,55,61.11111111,37,67.27272727,18,51.42857143,5,9,55.55555556,1,7,95,46,48.42105263,30,65.2173913,24,48.97959184,9,13,69.23076923,Botic Van De Zandschulp
Clay,Stan Wawrinka,183,SUI,38,Tallon Griekspoor,188,NED,26.7,5-7 6-3 6-4,3,R64,146,9,4,123,73,59.3495935,49,67.12328767,26,52,9,11,81.81818182,7,5,82,44,53.65853659,36,81.81818182,19,50,0,3,0,Stan Wawrinka
Clay,Grigor Dimitrov,188,BUL,31.9,Ben Shelton,,USA,20.5,6-1 3-6 6-3,3,R64,131,10,4,74,46,62.16216216,37,80.43478261,17,60.71428571,1,2,50,9,4,108,67,62.03703704,48,71.64179104,13,31.70731707,15,18,83.33333333,Grigor Dimitrov
Clay,Jiri Lehecka,185,CZE,21.4,Emil Ruusuvuori,188,FIN,24,6-1 7-5,3,R64,91,3,1,71,50,70.42253521,34,68,10,47.61904762,8,10,80,1,2,59,30,50.84745763,17,56.66666667,14,48.27586207,7,12,58.33333333,Jiri Lehecka
Clay,Nicolas Jarry,198,CHI,27.4,Borna Coric,188,CRO,26.4,6-2 6-3,3,R64,77,4,0,43,25,58.13953488,20,80,16,88.88888889,0,0,#DIV/0!,3,1,48,25,52.08333333,17,68,11,47.82608696,3,6,50,Nicolas Jarry
Clay,Alexei Popyrin,196,AUS,23.6,Dusan Lajovic,180,SRB,32.7,7-6(1) 6-3,3,R64,110,13,2,81,52,64.19753086,40,76.92307692,16,55.17241379,5,5,100,2,2,68,46,67.64705882,32,69.56521739,12,54.54545455,5,6,83.33333333,Alexei Popyrin
Clay,Benjamin Bonzi,185,FRA,26.8,Bernabe Zapata Miralles,185,ESP,26.2,6-1 7-5,3,R64,85,2,1,49,29,59.18367347,22,75.86206897,10,50,0,2,0,1,0,74,45,60.81081081,24,53.33333333,12,41.37931034,6,11,54.54545455,Benjamin Bonzi
Clay,Carlos Alcaraz,185,ESP,19.9,Stefanos Tsitsipas,193,GRE,24.6,6-3 6-4,3,F,78,3,1,48,37,77.08333333,30,81.08108108,8,72.72727273,1,2,50,1,1,53,30,56.60377358,21,70,11,47.82608696,3,6,50,Carlos Alcaraz
Clay,Carlos Alcaraz,185,ESP,19.9,Daniel Evans,175,GBR,32.9,6-2 6-2,3,SF,80,4,0,51,33,64.70588235,23,69.6969697,10,55.55555556,3,4,75,0,4,49,28,57.14285714,13,46.42857143,8,38.0952381,2,7,28.57142857,Carlos Alcaraz
