surface,player1_name,player1_ht,player1_ioc,player1_age,player2_name,player2_ht,player2_ioc,player2_age,score,best_of,round,minutes,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1st_Serve,p1_1stWon,p1_1st_Serve_won,p1_2ndWon,p1_2nd_serve_won,p1_bpSaved,p1_bpFaced,p1_breakpoint_saved,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1st_Serve,p2_1stWon,p2_1st_Serve_won,p2_2ndWon,p2_2nd_serve_won,p2_bpSaved,p2_bpFaced,p2_breakpoint_saved,winner_name
Hard,Sebastian Korda,196,USA,23.2,Hamad Medjedovic,185,SRB,20.1,6-7(8) 7-6(2) 7-6(3),3,SF,172,18,1,114,76,66.66666667,66,86.84210526,23,60.52631579,2,2,100,16,1,121,80,66.11570248,60,75,27,65.85365854,3,3,100,Sebastian Korda
Hard,Adrian Mannarino,183,FRA,35.2,Sebastian Ofner,191,AUT,27.3,6-4 6-2,3,SF,70,6,3,53,32,60.37735849,24,75,11,52.38095238,1,2,50,4,3,49,25,51.02040816,18,72,8,33.33333333,0,4,0,Adrian Mannarino
Hard,Sebastian Korda,196,USA,23.2,Tallon Griekspoor,188,NED,27.2,6-4 4-6 6-3,3,QF,101,12,2,82,54,65.85365854,40,74.07407407,20,71.42857143,2,3,66.66666667,11,5,77,47,61.03896104,40,85.10638298,16,53.33333333,5,7,71.42857143,Sebastian Korda
Hard,Hamad Medjedovic,185,SRB,20.1,Jiri Lehecka,185,CZE,21.8,6-3 6-4,3,QF,75,7,2,72,49,68.05555556,35,71.42857143,13,56.52173913,4,4,100,4,3,50,38,76,27,71.05263158,6,50,0,2,0,Hamad Medjedovic
Hard,Sebastian Ofner,191,AUT,27.3,Dominic Thiem,185,AUT,30,5-7 6-4 6-2,3,QF,146,4,2,82,53,64.63414634,45,84.90566038,16,55.17241379,2,3,66.66666667,5,2,108,71,65.74074074,48,67.6056338,18,48.64864865,12,15,80,Sebastian Ofner
Hard,Adrian Mannarino,183,FRA,35.2,Jurij Rodionov,191,AUT,24.3,6-1 7-6(6),3,QF,104,3,5,71,38,53.52112676,28,73.68421053,17,51.51515152,8,10,80,3,1,61,35,57.37704918,22,62.85714286,11,42.30769231,0,4,0,Adrian Mannarino
Hard,Tallon Griekspoor,188,NED,27.2,Sho Shimabukuro,,JPN,26.1,7-6(5) 6-7(4) 6-1,3,R16,133,17,2,89,58,65.16853933,50,86.20689655,17,54.83870968,2,2,100,5,9,107,57,53.27102804,43,75.43859649,24,48,3,6,50,Tallon Griekspoor
Hard,Sebastian Korda,196,USA,23.2,Nuno Borges,185,POR,26.5,6-4 7-6(4),3,R16,84,12,2,62,37,59.67741935,30,81.08108108,18,72,2,3,66.66666667,3,0,65,43,66.15384615,29,67.44186047,14,63.63636364,1,3,33.33333333,Sebastian Korda
Hard,Jiri Lehecka,185,CZE,21.8,Egor Gerasimov,196,BLR,30.8,6-2 7-6(3),3,R16,86,4,1,64,45,70.3125,36,80,12,63.15789474,5,6,83.33333333,2,0,62,38,61.29032258,26,68.42105263,12,50,0,3,0,Jiri Lehecka
Hard,Hamad Medjedovic,185,SRB,20.1,Alexander Shevchenko,,KAZ,22.8,6-4 6-4,3,R16,69,9,0,53,38,71.69811321,32,84.21052632,9,60,1,1,100,5,2,61,42,68.85245902,28,66.66666667,11,57.89473684,4,6,66.66666667,Hamad Medjedovic
Hard,Dominic Thiem,185,AUT,30,Marcos Giron,180,USA,30.1,6-3 4-6 7-6(2),3,R16,140,7,3,92,59,64.13043478,45,76.27118644,19,57.57575758,7,9,77.77777778,11,0,100,61,61,42,68.85245902,24,61.53846154,5,7,71.42857143,Dominic Thiem
Hard,Sebastian Ofner,191,AUT,27.3,Alexander Bublik,196,KAZ,26.2,6-4 6-2,3,R16,70,5,1,57,32,56.14035088,25,78.125,16,64,2,2,100,2,4,52,31,59.61538462,22,70.96774194,9,42.85714286,3,6,50,Sebastian Ofner
Hard,Adrian Mannarino,183,FRA,35.2,Alibek Kachmazov,,RUS,21.1,6-2 5-7 6-3,3,R16,139,2,3,94,55,58.5106383,35,63.63636364,19,48.71794872,5,10,50,9,3,88,49,55.68181818,32,65.30612245,14,35.8974359,5,13,38.46153846,Adrian Mannarino
Hard,Jurij Rodionov,191,AUT,24.3,Sebastian Baez,170,ARG,22.7,6-2 6-4,3,R16,94,5,3,52,34,65.38461538,26,76.47058824,11,61.11111111,2,3,66.66666667,0,0,75,63,84,33,52.38095238,5,41.66666667,6,10,60,Jurij Rodionov
Hard,Sho Shimabukuro,,JPN,26.1,Roberto Carballes Baena,183,ESP,30.5,6-2 6-4,3,R32,89,4,1,52,31,59.61538462,26,83.87096774,9,42.85714286,0,1,0,4,7,74,39,52.7027027,24,61.53846154,15,42.85714286,3,7,42.85714286,Sho Shimabukuro
Hard,Nuno Borges,185,POR,26.5,Mikhail Kukushkin,183,KAZ,35.7,5-7 7-6(6) 6-4,3,R32,170,5,3,114,84,73.68421053,57,67.85714286,19,63.33333333,2,4,50,4,3,109,70,64.22018349,50,71.42857143,23,58.97435897,5,7,71.42857143,Nuno Borges
Hard,Sebastian Korda,196,USA,23.2,Alexei Popyrin,196,AUS,24.1,7-6(5) 6-7(4) 6-4,3,R32,174,19,4,118,83,70.33898305,65,78.31325301,15,42.85714286,7,8,87.5,12,5,126,79,62.6984127,59,74.6835443,20,42.55319149,1,3,33.33333333,Sebastian Korda
Hard,Egor Gerasimov,196,BLR,30.8,Bernabe Zapata Miralles,185,ESP,26.6,7-6(5) 6-3,3,R32,108,7,2,72,44,61.11111111,35,79.54545455,10,35.71428571,1,3,33.33333333,1,2,70,34,48.57142857,23,67.64705882,17,47.22222222,6,9,66.66666667,Egor Gerasimov
Hard,Alexander Shevchenko,,KAZ,22.8,Botic Van De Zandschulp,188,NED,27.9,6-4 6-3,3,R32,97,5,1,64,44,68.75,29,65.90909091,10,50,3,5,60,5,1,67,36,53.73134328,23,63.88888889,12,38.70967742,4,8,50,Alexander Shevchenko
Hard,Hamad Medjedovic,185,SRB,20.1,Laslo Djere,188,SRB,28.3,6-3 2-1 RET,3,R32,47,5,1,33,25,75.75757576,21,84,4,50,1,1,100,0,3,34,21,61.76470588,16,76.19047619,5,38.46153846,4,6,66.66666667,Hamad Medjedovic
Hard,Marcos Giron,180,USA,30.1,Stan Wawrinka,183,SUI,38.4,6-7(6) 7-6(4) 7-6(6),3,R32,167,8,0,118,68,57.62711864,55,80.88235294,34,68,0,0,#DIV/0!,15,6,114,54,47.36842105,49,90.74074074,37,61.66666667,0,0,#DIV/0!,Marcos Giron
Hard,Dominic Thiem,185,AUT,30,Juan Pablo Varillas,185,PER,27.9,6-3 7-6(8),3,R32,131,6,4,78,44,56.41025641,35,79.54545455,16,47.05882353,3,4,75,5,2,77,47,61.03896104,32,68.08510638,15,50,5,7,71.42857143,Dominic Thiem
Hard,Sebastian Ofner,191,AUT,27.3,Marton Fucsovics,188,HUN,31.6,2-6 6-2 6-3,3,R32,111,1,1,76,40,52.63157895,30,75,21,58.33333333,4,6,66.66666667,3,2,66,33,50,28,84.84848485,13,39.39393939,0,3,0,Sebastian Ofner
Hard,Adrian Mannarino,183,FRA,35.2,Arthur Rinderknech,196,FRA,28.1,7-6(4) 6-2,3,R32,116,1,3,78,47,60.25641026,34,72.34042553,17,54.83870968,6,7,85.71428571,6,2,68,39,57.35294118,26,66.66666667,14,48.27586207,6,9,66.66666667,Adrian Mannarino
Hard,Alibek Kachmazov,,RUS,21.1,Corentin Moutet,178,FRA,24.4,6-3 7-6(5),3,R32,132,2,1,62,37,59.67741935,26,70.27027027,13,52,2,5,40,2,3,89,44,49.43820225,28,63.63636364,19,42.22222222,6,11,54.54545455,Alibek Kachmazov
Hard,Jurij Rodionov,191,AUT,24.3,Gregoire Barrere,183,FRA,29.6,2-6 6-4 7-6(5),3,R32,141,4,1,98,58,59.18367347,41,70.68965517,23,57.5,5,8,62.5,4,1,94,58,61.70212766,45,77.5862069,20,55.55555556,2,4,50,Jurij Rodionov
Hard,Jannik Sinner,188,ITA,22.1,Daniil Medvedev,198,RUS,27.6,7-6(2) 7-6(2),3,F,121,3,0,75,51,68,42,82.35294118,17,70.83333333,1,1,100,6,4,78,57,73.07692308,43,75.43859649,11,52.38095238,5,5,100,Jannik Sinner
Hard,Jannik Sinner,188,ITA,22.1,Carlos Alcaraz,185,ESP,20.3,7-6(4) 6-1,3,SF,115,1,0,75,44,58.66666667,29,65.90909091,15,48.38709677,7,9,77.77777778,4,0,63,45,71.42857143,27,60,5,27.77777778,3,8,37.5,Jannik Sinner
Hard,Daniil Medvedev,198,RUS,27.6,Alexander Zverev,198,GER,26.4,6-4 6-3,3,SF,85,8,1,57,41,71.92982456,33,80.48780488,11,68.75,4,4,100,1,1,51,38,74.50980392,27,71.05263158,6,46.15384615,2,4,50,Daniil Medvedev
Hard,Carlos Alcaraz,185,ESP,20.3,Casper Ruud,183,NOR,24.7,6-4 6-2,3,QF,104,6,1,55,38,69.09090909,27,71.05263158,11,64.70588235,1,2,50,1,4,77,50,64.93506494,31,62,8,29.62962963,11,15,73.33333333,Carlos Alcaraz
Hard,Jannik Sinner,188,ITA,22.1,Grigor Dimitrov,188,BUL,32.3,6-4 3-6 6-2,3,QF,151,3,1,85,50,58.82352941,34,68,23,65.71428571,7,8,87.5,2,3,97,57,58.7628866,40,70.1754386,20,50,12,15,80,Jannik Sinner
Hard,Alexander Zverev,198,GER,26.4,Nicolas Jarry,198,CHI,27.9,6-1 6-7(5) 6-3,3,QF,138,13,1,98,83,84.69387755,64,77.10843373,7,46.66666667,1,1,100,8,0,75,45,60,36,80,13,43.33333333,1,4,25,Alexander Zverev
Hard,Daniil Medvedev,198,RUS,27.6,Ugo Humbert,188,FRA,25.2,6-4 3-6 6-1,3,QF,126,7,9,82,54,65.85365854,37,68.51851852,13,46.42857143,1,5,20,0,5,81,45,55.55555556,25,55.55555556,17,47.22222222,6,12,50,Daniil Medvedev
Hard,Carlos Alcaraz,185,ESP,20.3,Lorenzo Musetti,185,ITA,21.5,6-2 6-2,3,R16,81,1,3,53,36,67.9245283,24,66.66666667,11,64.70588235,3,3,100,2,1,42,22,52.38095238,15,68.18181818,7,35,1,5,20,Carlos Alcaraz
Hard,Casper Ruud,183,NOR,24.7,Tomas Martin Etcheverry,196,ARG,24.1,1-6 7-5 7-6(7),3,R16,177,8,7,109,63,57.79816514,40,63.49206349,24,52.17391304,6,11,54.54545455,8,2,100,52,52,40,76.92307692,24,50,7,10,70,Casper Ruud
Hard,Grigor Dimitrov,188,BUL,32.3,Holger Rune,185,DEN,20.4,6-3 7-5,3,R16,92,5,1,55,33,60,26,78.78787879,13,59.09090909,1,2,50,3,3,74,48,64.86486486,32,66.66666667,9,34.61538462,7,11,63.63636364,Grigor Dimitrov
Hard,Jannik Sinner,188,ITA,22.1,Yoshihito Nishioka,170,JPN,27.9,6-2 6-0,3,R16,67,8,1,43,21,48.8372093,19,90.47619048,11,50,1,2,50,0,1,51,33,64.70588235,13,39.39393939,8,44.44444444,5,11,45.45454545,Jannik Sinner
Hard,Alexander Zverev,198,GER,26.4,Alejandro Davidovich Fokina,183,ESP,24.3,6-7(4) 6-2 6-1,3,R16,154,9,1,90,69,76.66666667,42,60.86956522,13,61.9047619,3,6,50,4,1,103,69,66.99029126,36,52.17391304,15,44.11764706,10,18,55.55555556,Alexander Zverev
Hard,Nicolas Jarry,198,CHI,27.9,Matteo Arnaldi,183,ITA,22.5,6-7(4) 7-6(4) 6-3,3,R16,178,12,2,108,78,72.22222222,57,73.07692308,15,50,5,7,71.42857143,9,5,111,68,61.26126126,48,70.58823529,22,51.1627907,6,9,66.66666667,Nicolas Jarry
Hard,Ugo Humbert,188,FRA,25.2,Andrey Rublev,188,RUS,25.9,5-7 6-3 7-6(3),3,R16,168,11,1,131,73,55.72519084,52,71.23287671,25,43.10344828,10,15,66.66666667,6,2,103,57,55.33980583,38,66.66666667,22,47.82608696,5,10,50,Ugo Humbert
Hard,Daniil Medvedev,198,RUS,27.6,Alex De Minaur,183,AUS,24.6,7-6(3) 6-3,3,R16,117,3,8,74,47,63.51351351,35,74.46808511,11,40.74074074,1,3,33.33333333,5,2,83,43,51.80722892,27,62.79069767,19,47.5,6,9,66.66666667,Daniil Medvedev
Hard,Carlos Alcaraz,185,ESP,20.3,Yannick Hanfmann,193,GER,31.8,6-4 6-3,3,R32,97,2,4,47,30,63.82978723,24,80,8,47.05882353,1,3,33.33333333,1,3,79,50,63.29113924,31,62,10,34.48275862,11,16,68.75,Carlos Alcaraz
Hard,Lorenzo Musetti,185,ITA,21.5,Karen Khachanov,198,RUS,27.3,6-3 1-6 6-2,3,R32,116,5,4,79,46,58.2278481,30,65.2173913,17,51.51515152,2,5,40,2,2,70,46,65.71428571,33,71.73913043,10,41.66666667,1,5,20,Lorenzo Musetti
Hard,Tomas Martin Etcheverry,196,ARG,24.1,Lloyd Harris,193,RSA,26.5,6-7(5) 7-6(4) 6-3,3,R32,172,9,1,106,66,62.26415094,55,83.33333333,24,60,1,1,100,12,6,106,62,58.49056604,50,80.64516129,24,54.54545455,1,2,50,Tomas Martin Etcheverry
Hard,Casper Ruud,183,NOR,24.7,Jan Lennard Struff,193,GER,33.4,7-6(5) 6-3,3,R32,104,8,3,75,48,64,35,72.91666667,15,55.55555556,5,6,83.33333333,6,5,84,44,52.38095238,28,63.63636364,22,55,6,9,66.66666667,Casper Ruud
Hard,Holger Rune,185,DEN,20.4,Felix Auger Aliassime,193,CAN,23.1,6-4 6-4,3,R32,83,7,1,52,32,61.53846154,28,87.5,13,65,0,0,#DIV/0!,4,3,56,39,69.64285714,27,69.23076923,9,52.94117647,2,4,50,Holger Rune
Hard,Grigor Dimitrov,188,BUL,32.3,Mackenzie Mcdonald,178,USA,28.4,2-6 7-6(4) 6-1,3,R32,129,6,4,84,57,67.85714286,36,63.15789474,14,51.85185185,3,7,42.85714286,2,1,88,52,59.09090909,30,57.69230769,17,47.22222222,3,8,37.5,Grigor Dimitrov
Hard,Yoshihito Nishioka,170,JPN,27.9,Juncheng Shang,,CHN,18.6,5-7 7-5 6-1,3,R32,141,2,0,89,53,59.5505618,37,69.81132075,20,55.55555556,2,6,33.33333333,1,3,96,67,69.79166667,36,53.73134328,16,55.17241379,7,13,53.84615385,Yoshihito Nishioka
Hard,Jannik Sinner,188,ITA,22.1,Daniel Evans,175,GBR,33.3,6-4 6-7(2) 6-3,3,R32,170,11,2,100,55,55,37,67.27272727,28,62.22222222,2,4,50,2,2,100,50,50,32,64,29,58,2,6,33.33333333,Jannik Sinner
Hard,Alexander Zverev,198,GER,26.4,Diego Schwartzman,170,ARG,31.1,6-7(2) 6-1 6-4,3,R32,146,7,2,86,66,76.74418605,47,71.21212121,10,50,1,3,33.33333333,0,1,86,61,70.93023256,40,65.57377049,10,40,5,10,50,Alexander Zverev
Hard,Alejandro Davidovich Fokina,183,ESP,24.3,Yi Zhou,193,CHN,18.5,6-2 6-2,3,R32,70,6,0,38,22,57.89473684,18,81.81818182,13,81.25,0,1,0,2,1,69,44,63.76811594,22,50,12,48,4,9,44.44444444,Alejandro Davidovich Fokina
Hard,Matteo Arnaldi,183,ITA,22.5,J J Wolf,183,USA,24.7,6-2 6-2,3,R32,79,4,3,41,21,51.2195122,17,80.95238095,15,75,0,0,#DIV/0!,3,1,56,28,50,18,64.28571429,11,39.28571429,2,6,33.33333333,Matteo Arnaldi
Hard,Nicolas Jarry,198,CHI,27.9,Stefanos Tsitsipas,193,GRE,25.1,6-4 6-4,3,R32,90,9,3,61,35,57.37704918,29,82.85714286,15,57.69230769,2,2,100,6,3,55,34,61.81818182,29,85.29411765,8,38.0952381,2,4,50,Nicolas Jarry
Hard,Andrey Rublev,188,RUS,25.9,Cameron Norrie,188,GBR,28,4-6 6-1 6-4,3,R32,127,8,2,88,52,59.09090909,45,86.53846154,15,41.66666667,4,5,80,3,3,92,54,58.69565217,39,72.22222222,16,42.10526316,6,9,66.66666667,Andrey Rublev
Hard,Ugo Humbert,188,FRA,25.2,Lorenzo Sonego,191,ITA,28.3,7-5 3-6 6-0,3,R32,145,2,3,80,45,56.25,34,75.55555556,17,48.57142857,3,5,60,2,3,88,51,57.95454545,30,58.82352941,21,56.75675676,7,12,58.33333333,Ugo Humbert
Hard,Alex De Minaur,183,AUS,24.6,Andy Murray,190,GBR,36.3,6-3 5-7 7-6(6),3,R32,171,8,0,107,60,56.07476636,46,76.66666667,29,61.70212766,4,7,57.14285714,3,0,101,59,58.41584158,46,77.96610169,19,45.23809524,6,9,66.66666667,Alex De Minaur
Hard,Daniil Medvedev,198,RUS,27.6,Tommy Paul,185,USA,26.3,6-2 6-1,3,R32,80,9,3,50,34,68,29,85.29411765,7,43.75,3,4,75,0,2,53,32,60.37735849,15,46.875,8,38.0952381,6,11,54.54545455,Daniil Medvedev
Hard,Hubert Hurkacz,196,POL,26.6,Andrey Rublev,188,RUS,25.9,6-3 3-6 7-6(8),3,F,126,21,0,93,70,75.2688172,57,81.42857143,11,47.82608696,1,2,50,13,0,96,70,72.91666667,53,75.71428571,17,65.38461538,3,4,75,Hubert Hurkacz
Hard,Andrey Rublev,188,RUS,25.9,Grigor Dimitrov,188,BUL,32.3,7-6(7) 6-3,3,SF,109,9,1,76,56,73.68421053,40,71.42857143,10,50,4,6,66.66666667,0,3,71,43,60.56338028,27,62.79069767,14,50,1,4,25,Andrey Rublev
Hard,Hubert Hurkacz,196,POL,26.6,Sebastian Korda,196,USA,23.2,6-3 6-4,3,SF,76,14,0,63,47,74.6031746,40,85.10638298,6,37.5,0,0,#DIV/0!,9,0,57,43,75.43859649,32,74.41860465,4,28.57142857,2,4,50,Hubert Hurkacz
Hard,Grigor Dimitrov,188,BUL,32.3,Nicolas Jarry,198,CHI,27.9,7-6(2) 6-4,3,QF,99,11,2,62,42,67.74193548,38,90.47619048,11,55,0,0,#DIV/0!,13,1,64,44,68.75,39,88.63636364,8,40,4,5,80,Grigor Dimitrov
Hard,Andrey Rublev,188,RUS,25.9,Ugo Humbert,188,FRA,25.2,6-2 6-3,3,QF,90,2,0,51,32,62.74509804,23,71.875,12,63.15789474,3,4,75,2,1,71,40,56.33802817,21,52.5,14,45.16129032,5,10,50,Andrey Rublev
Hard,Hubert Hurkacz,196,POL,26.6,Fabian Marozsan,191,HUN,23.9,4-6 6-1 6-3,3,QF,103,18,1,74,50,67.56756757,41,82,10,41.66666667,2,4,50,4,0,82,49,59.75609756,30,61.2244898,15,45.45454545,6,11,54.54545455,Hubert Hurkacz
Hard,Sebastian Korda,196,USA,23.2,Ben Shelton,,USA,20.9,6-7(10) 6-2 7-6(6),3,QF,174,5,2,105,66,62.85714286,44,66.66666667,26,66.66666667,4,7,57.14285714,17,5,119,75,63.02521008,53,70.66666667,18,40.90909091,11,16,68.75,Sebastian Korda
Hard,Grigor Dimitrov,188,BUL,32.3,Carlos Alcaraz,185,ESP,20.4,5-7 6-2 6-4,3,R16,130,10,4,86,62,72.09302326,45,72.58064516,13,54.16666667,3,5,60,4,0,78,53,67.94871795,38,71.69811321,14,56,1,5,20,Grigor Dimitrov
Hard,Nicolas Jarry,198,CHI,27.9,Diego Schwartzman,170,ARG,31.1,6-3 5-7 6-3,3,R16,144,15,0,81,52,64.19753086,41,78.84615385,20,68.96551724,3,4,75,3,3,96,70,72.91666667,44,62.85714286,15,57.69230769,4,7,57.14285714,Nicolas Jarry
Hard,Ugo Humbert,188,FRA,25.2,J J Wolf,183,USA,24.7,6-1 6-2,3,R16,57,6,0,35,26,74.28571429,24,92.30769231,8,88.88888889,0,0,#DIV/0!,0,4,41,22,53.65853659,12,54.54545455,5,26.31578947,2,6,33.33333333,Ugo Humbert
Hard,Andrey Rublev,188,RUS,25.9,Tommy Paul,185,USA,26.3,7-5 7-5,3,R16,95,4,1,58,36,62.06896552,29,80.55555556,16,72.72727273,0,1,0,6,0,77,49,63.63636364,30,61.2244898,16,57.14285714,3,6,50,Andrey Rublev
Hard,Fabian Marozsan,191,HUN,23.9,Casper Ruud,183,NOR,24.7,7-6(3) 3-6 6-4,3,R16,159,6,1,113,80,70.79646018,58,72.5,15,45.45454545,8,11,72.72727273,14,3,123,82,66.66666667,60,73.17073171,17,41.46341463,12,14,85.71428571,Fabian Marozsan
Hard,Hubert Hurkacz,196,POL,26.6,Zhizhen Zhang,193,CHN,26.9,7-6(6) 4-6 7-6(4),3,R16,158,16,0,94,66,70.21276596,58,87.87878788,14,50,3,6,50,5,2,118,78,66.10169492,55,70.51282051,22,55,2,4,50,Hubert Hurkacz
Hard,Ben Shelton,,USA,20.9,Jannik Sinner,188,ITA,22.1,2-6 6-3 7-6(5),3,R16,150,15,4,101,74,73.26732673,54,72.97297297,13,48.14814815,3,5,60,8,1,97,71,73.19587629,49,69.01408451,14,53.84615385,9,10,90,Ben Shelton
Hard,Sebastian Korda,196,USA,23.2,Francisco Cerundolo,185,ARG,25.1,7-5 7-6(6),3,R16,98,7,0,74,49,66.21621622,40,81.63265306,15,60,3,4,75,5,1,68,51,75,40,78.43137255,7,41.17647059,0,2,0,Sebastian Korda
Hard,Carlos Alcaraz,185,ESP,20.4,Daniel Evans,175,GBR,33.3,7-6(1) 6-4,3,R32,143,6,1,65,41,63.07692308,29,70.73170732,16,66.66666667,4,6,66.66666667,2,4,107,59,55.14018692,39,66.10169492,19,39.58333333,12,15,80,Carlos Alcaraz
Hard,Grigor Dimitrov,188,BUL,32.3,Karen Khachanov,198,RUS,27.3,7-6(6) 6-4,3,R32,118,10,1,70,47,67.14285714,40,85.10638298,12,52.17391304,2,2,100,4,3,75,49,65.33333333,38,77.55102041,12,46.15384615,5,6,83.33333333,Grigor Dimitrov
Hard,Nicolas Jarry,198,CHI,27.9,Lorenzo Sonego,191,ITA,28.3,7-6(4) 6-2,3,R32,102,6,1,61,36,59.01639344,31,86.11111111,15,60,1,1,100,2,1,64,46,71.875,28,60.86956522,13,72.22222222,5,7,71.42857143,Nicolas Jarry
Hard,Diego Schwartzman,170,ARG,31.1,Taylor Fritz,193,USA,25.9,6-4 3-6 7-6(5),3,R32,164,3,1,90,60,66.66666667,39,65,20,66.66666667,1,4,25,17,2,107,66,61.68224299,49,74.24242424,19,46.34146341,6,9,66.66666667,Diego Schwartzman
Hard,Ugo Humbert,188,FRA,25.2,Stefanos Tsitsipas,193,GRE,25.1,6-4 3-6 7-5,3,R32,129,8,1,85,55,64.70588235,46,83.63636364,14,46.66666667,6,8,75,7,1,83,59,71.08433735,47,79.66101695,13,54.16666667,3,6,50,Ugo Humbert
Hard,J J Wolf,183,USA,24.7,Matteo Arnaldi,183,ITA,22.6,2-6 6-3 7-6(4),3,R32,163,3,2,101,53,52.47524752,37,69.81132075,25,52.08333333,7,10,70,8,6,119,76,63.86554622,52,68.42105263,18,41.86046512,12,15,80,J J Wolf
Hard,Tommy Paul,185,USA,26.3,Arthur Fils,185,FRA,19.3,6-4 6-7(7) 6-4,3,R32,166,6,4,99,56,56.56565657,40,71.42857143,30,69.76744186,3,4,75,5,4,106,67,63.20754717,50,74.62686567,19,48.71794872,5,8,62.5,Tommy Paul
Hard,Andrey Rublev,188,RUS,25.9,Adrian Mannarino,183,FRA,35.2,6-3 6-0,3,R32,62,6,0,51,34,66.66666667,27,79.41176471,9,52.94117647,2,2,100,3,0,40,30,75,15,50,4,40,1,5,20,Andrey Rublev
Hard,Casper Ruud,183,NOR,24.7,Christopher Eubanks,201,USA,27.4,6-4 6-2,3,R32,71,1,2,46,31,67.39130435,26,83.87096774,11,73.33333333,3,3,100,8,1,55,35,63.63636364,21,60,11,55,4,7,57.14285714,Casper Ruud
Hard,Fabian Marozsan,191,HUN,23.9,Dusan Lajovic,180,SRB,33.2,6-3 6-3,3,R32,72,6,2,49,31,63.26530612,24,77.41935484,10,55.55555556,2,3,66.66666667,3,2,66,47,71.21212121,26,55.31914894,7,36.84210526,10,14,71.42857143,Fabian Marozsan
Hard,Hubert Hurkacz,196,POL,26.6,Yu Hsiou Hsu,,TPE,24.5,6-4 6-4,3,R32,92,12,0,62,46,74.19354839,33,71.73913043,10,62.5,4,4,100,3,0,74,54,72.97297297,34,62.96296296,10,50,3,5,60,Hubert Hurkacz
Hard,Zhizhen Zhang,193,CHN,26.9,Brandon Nakashima,185,USA,22.1,7-6(2) 6-2,3,R32,84,3,0,61,46,75.40983607,37,80.43478261,9,60,1,1,100,5,1,56,38,67.85714286,28,73.68421053,9,50,1,3,33.33333333,Zhizhen Zhang
Hard,Jannik Sinner,188,ITA,22.1,Sebastian Baez,170,ARG,22.7,3-6 6-3 6-2,3,R32,119,8,0,85,49,57.64705882,40,81.63265306,18,50,3,4,75,5,1,72,52,72.22222222,36,69.23076923,9,45,1,4,25,Jannik Sinner
Hard,Ben Shelton,,USA,20.9,Roman Safiullin,185,RUS,26.1,3-6 6-3 6-4,3,R32,128,5,3,86,59,68.60465116,48,81.3559322,14,51.85185185,5,6,83.33333333,4,3,91,54,59.34065934,38,70.37037037,22,59.45945946,8,10,80,Ben Shelton
Hard,Francisco Cerundolo,185,ARG,25.1,Marton Fucsovics,188,HUN,31.6,3-6 6-4 7-5,3,R32,142,2,4,93,66,70.96774194,51,77.27272727,9,33.33333333,2,5,40,3,0,84,59,70.23809524,42,71.18644068,13,52,2,6,33.33333333,Francisco Cerundolo
Hard,Sebastian Korda,196,USA,23.2,Daniil Medvedev,198,RUS,27.6,7-6(8) 6-2,3,R32,88,4,0,70,53,75.71428571,38,71.69811321,13,76.47058824,1,1,100,6,4,60,41,68.33333333,33,80.48780488,9,47.36842105,1,3,33.33333333,Sebastian Korda
Hard,Carlos Alcaraz,185,ESP,20.4,Gregoire Barrere,183,FRA,29.6,6-2 7-5,3,R64,102,4,2,66,50,75.75757576,35,70,8,50,6,7,85.71428571,5,5,79,42,53.16455696,26,61.9047619,17,45.94594595,2,6,33.33333333,Carlos Alcaraz
Hard,Daniel Evans,175,GBR,33.3,Mikhail Kukushkin,183,KAZ,35.7,6-2 3-0 RET,3,R64,52,6,1,27,15,55.55555556,14,93.33333333,9,75,0,0,#DIV/0!,0,0,36,24,66.66666667,12,50,3,25,1,5,20,Daniel Evans
Hard,Grigor Dimitrov,188,BUL,32.3,Aleksandar Vukic,188,AUS,27.4,6-4 6-3,3,R64,84,5,1,48,35,72.91666667,30,85.71428571,7,53.84615385,0,0,#DIV/0!,7,1,77,47,61.03896104,30,63.82978723,15,50,5,8,62.5,Grigor Dimitrov
Hard,Karen Khachanov,198,RUS,27.3,Beibit Zhukayev,,KAZ,22.9,7-6(1) 4-6 6-2,3,R64,122,9,1,73,47,64.38356164,41,87.23404255,19,73.07692308,0,1,0,20,4,90,60,66.66666667,51,85,9,30,2,4,50,Karen Khachanov
Hard,Lorenzo Sonego,191,ITA,28.3,Frances Tiafoe,188,USA,25.6,2-6 6-2 6-3,3,R64,122,9,2,76,54,71.05263158,43,79.62962963,8,36.36363636,6,8,75,1,3,77,52,67.53246753,35,67.30769231,11,44,2,5,40,Lorenzo Sonego
Hard,Nicolas Jarry,198,CHI,27.9,Terence Atmane,,FRA,21.7,7-5 6-2,3,R64,102,3,1,47,32,68.08510638,30,93.75,11,73.33333333,0,0,#DIV/0!,6,1,58,41,70.68965517,26,63.41463415,9,52.94117647,1,4,25,Nicolas Jarry
Hard,Diego Schwartzman,170,ARG,31.1,Jiri Lehecka,185,CZE,21.8,6-4 3-6 6-2,3,R64,139,1,2,83,60,72.28915663,43,71.66666667,12,52.17391304,6,8,75,7,1,109,64,58.71559633,41,64.0625,20,44.44444444,10,14,71.42857143,Diego Schwartzman
